#         4977           2           8
# Fri Oct 10 11:09:03 2025
# thar_spec_MM201006_r2000.dat
# UVES high res ThAr spectrum thar_spec_MM201006.dat convolved to R=2,000
# 
# 
# 
# lambda (um)   Intensity

     0.580082      1849.86
     0.580227      135.057
     0.580372      5076.72
     0.580517      88.6540
     0.580663      47.9869
     0.580808      105.380
     0.580953      15.6062
     0.581098      10.4487
     0.581243      350.899
     0.581389      21.0922
     0.581534      433.096
     0.581680      22.3507
     0.581825      81.7855
     0.581970      130.823
     0.582116      8.88770
     0.582261      98.2083
     0.582407      6.67911
     0.582553      70.7626
     0.582698      58.5670
     0.582844      76.4686
     0.582990      35.6521
     0.583135      124.829
     0.583281      333.067
     0.583427      167.053
     0.583573      16.4099
     0.583719      8.39888
     0.583865      60.1379
     0.584011      233.242
     0.584157      20.5577
     0.584303      17.8116
     0.584449      80.8867
     0.584595      97.1232
     0.584741      12.2454
     0.584887      13.4064
     0.585033      12.3228
     0.585180      90.0696
     0.585326      880.536
     0.585472      412.434
     0.585619      44.4906
     0.585765      20.6709
     0.585911      165.498
     0.586058      404.532
     0.586204      19.8938
     0.586351      485.532
     0.586498      16.6428
     0.586644      110.081
     0.586791      110.347
     0.586938      236.459
     0.587084      305.341
     0.587231      71.3641
     0.587378      91.2363
     0.587525      65.3963
     0.587672      49.2631
     0.587819      44.7556
     0.587965      57.2646
     0.588112      14.5674
     0.588260      335.795
     0.588407      52.2719
     0.588554      1194.69
     0.588701      169.792
     0.588848      646.364
     0.588995      1482.46
     0.589142      634.670
     0.589290      45.7740
     0.589437      47.0032
     0.589584      712.020
     0.589732      22.5046
     0.589879      31.4746
     0.590027      174.883
     0.590174      20.6724
     0.590322      59.2624
     0.590469      84.7033
     0.590617      376.808
     0.590765      16.0847
     0.590912      490.560
     0.591060      110.358
     0.591208      1327.60
     0.591356      35.2796
     0.591503      2170.80
     0.591651      193.001
     0.591799      22.5306
     0.591947      309.604
     0.592095      16.7495
     0.592243      108.972
     0.592391      53.5889
     0.592539      996.145
     0.592687      1027.52
     0.592836      583.472
     0.592984      400.643
     0.593132      18.4163
     0.593280      81.7092
     0.593429      143.367
     0.593577      140.504
     0.593726      466.693
     0.593874      2793.14
     0.594022      67.1066
     0.594171      85.1691
     0.594319      226.864
     0.594468      586.408
     0.594617      41.7948
     0.594765      6.82200
     0.594914      184.498
     0.595063      29.5428
     0.595211      9.15041
     0.595360      21.4309
     0.595509      93.4324
     0.595658      35.8333
     0.595807      51.1007
     0.595956      81.9652
     0.596105      47.2003
     0.596254      72.3385
     0.596403      42.8669
     0.596552      52.3017
     0.596701      19.2731
     0.596850      29.3268
     0.597000      153.277
     0.597149      75.0428
     0.597298      3671.44
     0.597447      2674.27
     0.597597      77.7872
     0.597746      44.0683
     0.597896      17.8071
     0.598045      28.4803
     0.598195      120.291
     0.598344      38.6413
     0.598494      27.9914
     0.598643      174.983
     0.598793      237.932
     0.598943      1323.71
     0.599092      1586.95
     0.599242      18.3640
     0.599392      3645.96
     0.599542      57.9204
     0.599692      166.543
     0.599842      166.668
     0.599992      33.8020
     0.600142      712.628
     0.600292      44.2326
     0.600442      278.657
     0.600592      312.125
     0.600742      1035.11
     0.600892      15.4212
     0.601042      822.312
     0.601193      114.699
     0.601343      74.8003
     0.601493      79.6384
     0.601644      20.7774
     0.601794      17.5155
     0.601945      44.8803
     0.602095      1152.85
     0.602246      35.8046
     0.602396      52.3666
     0.602547      256.833
     0.602697      34.7172
     0.602848      94.5560
     0.602999      558.886
     0.603149      2966.34
     0.603300      398.969
     0.603451      233.261
     0.603602      40.0900
     0.603753      3017.49
     0.603904      462.364
     0.604055      15.9883
     0.604206      149.291
     0.604357      1596.56
     0.604508      313.349
     0.604659      117.064
     0.604810      42.6987
     0.604961      2037.05
     0.605113      210.197
     0.605264      796.055
     0.605415      257.901
     0.605567      113.537
     0.605718      13.5169
     0.605869      716.926
     0.606021      38.9171
     0.606172      86.6479
     0.606324      13.8014
     0.606476      36.2812
     0.606627      79.7784
     0.606779      29.4517
     0.606930      211.355
     0.607082      34.1852
     0.607234      85.4389
     0.607386      84.2373
     0.607538      6.51377
     0.607690      244.684
     0.607841      528.871
     0.607993      337.596
     0.608145      31.8626
     0.608297      18.7642
     0.608450      51.3242
     0.608602      566.821
     0.608754      1421.76
     0.608906      32.4994
     0.609058      166.507
     0.609210      18.1843
     0.609363      48.9901
     0.609515      28.9587
     0.609668      46.0564
     0.609820      587.621
     0.609972      298.822
     0.610125      759.598
     0.610277      1578.50
     0.610430      673.857
     0.610583      507.793
     0.610735      432.097
     0.610888      78.6401
     0.611041      19.2931
     0.611193      21.6702
     0.611346      557.226
     0.611499      2891.84
     0.611652      192.930
     0.611805      13.9119
     0.611958      221.114
     0.612111      550.824
     0.612264      196.816
     0.612417      806.021
     0.612570      49.8576
     0.612723      118.143
     0.612876      147.313
     0.613029      84.1019
     0.613183      39.3636
     0.613336      150.398
     0.613489      27.7286
     0.613643      24.5447
     0.613796      153.071
     0.613950      20.8791
     0.614103      34.8741
     0.614257      24.7279
     0.614410      67.2055
     0.614564      374.690
     0.614717      80.0151
     0.614871      81.7079
     0.615025      152.917
     0.615179      3071.17
     0.615332      355.900
     0.615486      1177.72
     0.615640      496.465
     0.615794      43.1442
     0.615948      29.3817
     0.616102      490.816
     0.616256      145.864
     0.616410      3176.99
     0.616564      90.2166
     0.616718      51.2150
     0.616872      51.0515
     0.617027      4794.02
     0.617181      2264.27
     0.617335      556.373
     0.617490      30.2091
     0.617644      36.2799
     0.617798      897.414
     0.617953      93.8721
     0.618107      759.228
     0.618262      5356.26
     0.618416      331.529
     0.618571      42.4049
     0.618726      81.2688
     0.618880      1719.64
     0.619035      27.6755
     0.619190      1583.23
     0.619345      89.8930
     0.619499      31.8107
     0.619654      39.5634
     0.619809      1874.82
     0.619964      34.2077
     0.620119      90.0973
     0.620274      2535.29
     0.620429      1135.58
     0.620584      147.796
     0.620740      2841.00
     0.620895      183.065
     0.621050      20.3267
     0.621205      645.309
     0.621360      32.2814
     0.621516      172.057
     0.621671      176.903
     0.621827      31.2032
     0.621982      512.356
     0.622138      305.334
     0.622293      60.4029
     0.622449      3017.07
     0.622604      1058.69
     0.622760      32.6760
     0.622916      18.9120
     0.623071      93.7448
     0.623227      143.493
     0.623383      85.2084
     0.623539      1273.95
     0.623695      24.1333
     0.623851      68.4340
     0.624007      82.4934
     0.624163      402.485
     0.624319      546.763
     0.624475      64.9138
     0.624631      164.588
     0.624787      165.380
     0.624943      56.5083
     0.625099      116.466
     0.625256      40.4611
     0.625412      26.8807
     0.625568      28.2896
     0.625725      628.848
     0.625881      119.994
     0.626038      306.459
     0.626194      1478.76
     0.626351      12.7125
     0.626507      104.150
     0.626664      154.474
     0.626821      74.1564
     0.626977      128.781
     0.627134      388.529
     0.627291      71.1991
     0.627448      712.235
     0.627604      230.288
     0.627761      172.417
     0.627918      209.934
     0.628075      58.7287
     0.628232      39.6106
     0.628389      30.3403
     0.628546      224.004
     0.628704      210.298
     0.628861      165.458
     0.629018      111.284
     0.629175      671.351
     0.629333      811.149
     0.629490      91.3857
     0.629647      572.691
     0.629805      47.0805
     0.629962      97.4241
     0.630120      419.553
     0.630277      342.690
     0.630435      90.6520
     0.630592      64.1151
     0.630750      641.749
     0.630908      98.4756
     0.631065      392.985
     0.631223      104.837
     0.631381      44.4671
     0.631539      342.993
     0.631697      142.408
     0.631855      72.5089
     0.632013      18.1400
     0.632171      157.371
     0.632329      47.1740
     0.632487      122.292
     0.632645      692.005
     0.632803      1118.28
     0.632961      14.8251
     0.633119      88.8722
     0.633278      112.625
     0.633436      28.0563
     0.633594      75.7868
     0.633753      383.751
     0.633911      372.768
     0.634070      25.9981
     0.634228      3348.91
     0.634387      26.3951
     0.634545      173.264
     0.634704      24.9106
     0.634863      1072.89
     0.635021      22.4001
     0.635180      8.98833
     0.635339      28.9951
     0.635498      294.764
     0.635657      790.151
     0.635816      108.413
     0.635975      173.484
     0.636133      29.7292
     0.636293      117.390
     0.636452      193.366
     0.636611      14.3089
     0.636770      22.6156
     0.636929      607.615
     0.637088      26.6066
     0.637248      1233.31
     0.637407      12.8363
     0.637566      14.4326
     0.637726      1720.72
     0.637885      89.2548
     0.638045      90.7068
     0.638204      85.6450
     0.638364      45.9658
     0.638523      787.703
     0.638683      609.576
     0.638842      203.188
     0.639002      103.732
     0.639162      46.1321
     0.639322      59.2344
     0.639482      84.8717
     0.639641      127.076
     0.639801      47.5918
     0.639961      99.8214
     0.640121      147.805
     0.640281      85.3890
     0.640441      35.4992
     0.640602      949.556
     0.640762      225.243
     0.640922      185.300
     0.641082      48.1434
     0.641242      3207.71
     0.641403      733.524
     0.641563      3214.21
     0.641723      102.158
     0.641884      109.354
     0.642044      57.2452
     0.642205      134.322
     0.642365      84.1493
     0.642526      74.7921
     0.642687      39.2371
     0.642847      64.1758
     0.643008      28.9577
     0.643169      142.705
     0.643330      21.1723
     0.643490      33.8706
     0.643651      40.9421
     0.643812      564.383
     0.643973      229.658
     0.644134      101.789
     0.644295      13.7049
     0.644456      104.037
     0.644617      218.098
     0.644778      11.3531
     0.644940      217.674
     0.645101      87.8300
     0.645262      36.3352
     0.645423      5.45326
     0.645585      42.4028
     0.645746      4164.08
     0.645908      18.9681
     0.646069      59.7002
     0.646231      799.200
     0.646392      9.57653
     0.646554      29.6589
     0.646715      350.059
     0.646877      56.7573
     0.647039      29.4688
     0.647201      110.681
     0.647362      18.8318
     0.647524      112.065
     0.647686      16.6375
     0.647848      13.3986
     0.648010      30.5378
     0.648172      123.228
     0.648334      788.409
     0.648496      41.8041
     0.648658      16.4964
     0.648820      272.547
     0.648983      74.8539
     0.649145      1791.59
     0.649307      584.536
     0.649469      133.201
     0.649632      105.252
     0.649794      89.3154
     0.649957      134.403
     0.650119      288.205
     0.650282      231.071
     0.650444      46.3084
     0.650607      73.0881
     0.650770      533.886
     0.650932      527.261
     0.651095      151.957
     0.651258      1810.46
     0.651421      78.6351
     0.651583      33.9286
     0.651746      26.7237
     0.651909      28.8788
     0.652072      23.8284
     0.652235      329.615
     0.652398      25.0351
     0.652561      24.4511
     0.652725      35.9354
     0.652888      16.4120
     0.653051      1350.19
     0.653214      2072.83
     0.653378      24.2876
     0.653541      45.1012
     0.653704      97.8674
     0.653868      385.143
     0.654031      33.4333
     0.654195      71.9490
     0.654358      13.8997
     0.654522      146.787
     0.654685      28.7820
     0.654849      56.0018
     0.655013      117.697
     0.655177      250.805
     0.655340      2399.24
     0.655504      228.617
     0.655668      35.6760
     0.655832      481.179
     0.655996      139.764
     0.656160      87.0552
     0.656324      40.7759
     0.656488      347.614
     0.656652      58.1779
     0.656816      24.1478
     0.656981      130.864
     0.657145      72.9219
     0.657309      55.5371
     0.657473      21.9917
     0.657638      1156.62
     0.657802      1859.18
     0.657967      144.530
     0.658131      29.0923
     0.658296      154.914
     0.658460      5078.62
     0.658625      85.9942
     0.658790      4592.50
     0.658954      53.2728
     0.659119      4746.74
     0.659284      208.656
     0.659449      2773.92
     0.659613      56.7540
     0.659778      23.5464
     0.659943      103.224
     0.660108      35.6235
     0.660273      39.7108
     0.660438      450.234
     0.660603      256.206
     0.660769      17.0554
     0.660934      16.5166
     0.661099      28.1434
     0.661264      338.109
     0.661430      69.7682
     0.661595      23.6181
     0.661760      417.660
     0.661926      485.176
     0.662091      93.1410
     0.662257      21.7289
     0.662422      19.8509
     0.662588      23.0068
     0.662754      16.4256
     0.662919      15.1094
     0.663085      25.4719
     0.663251      118.766
     0.663417      84.7580
     0.663583      29.2215
     0.663748      733.786
     0.663914      1094.59
     0.664080      46.3747
     0.664246      55.8409
     0.664412      2224.93
     0.664578      132.644
     0.664745      34.4279
     0.664911      189.023
     0.665077      29.6144
     0.665243      18.3765
     0.665410      121.320
     0.665576      48.3708
     0.665742      89.4447
     0.665909      615.931
     0.666075      244.720
     0.666242      3628.52
     0.666408      342.690
     0.666575      471.226
     0.666742      27.8743
     0.666908      129.237
     0.667075      7.47859
     0.667242      14.5832
     0.667409      823.421
     0.667575      12.5160
     0.667742      3169.54
     0.667909      371.765
     0.668076      36.0336
     0.668243      38.3806
     0.668410      1207.93
     0.668577      15.7194
     0.668745      81.3251
     0.668912      32.7236
     0.669079      27.6216
     0.669246      121.116
     0.669414      152.589
     0.669581      235.614
     0.669748      487.336
     0.669916      436.186
     0.670083      57.8554
     0.670251      9.81468
     0.670418      97.1380
     0.670586      45.2964
     0.670754      110.056
     0.670921      32.5506
     0.671089      369.275
     0.671257      30.1228
     0.671425      646.360
     0.671592      68.0440
     0.671760      122.213
     0.671928      717.048
     0.672096      19.3349
     0.672264      43.3881
     0.672432      8.94387
     0.672600      31.4802
     0.672769      2191.94
     0.672937      130.549
     0.673105      57.1168
     0.673273      99.0565
     0.673442      228.495
     0.673610      32.9543
     0.673778      147.796
     0.673947      9.36848
     0.674115      17.7514
     0.674284      107.451
     0.674452      10.0353
     0.674621      11.5556
     0.674790      5.25742
     0.674958      8.35439
     0.675127      38.1531
     0.675296      4156.92
     0.675465      108.595
     0.675634      3750.57
     0.675803      119.772
     0.675971      14.2524
     0.676140      44.6268
     0.676309      16.6105
     0.676479      20.0689
     0.676648      853.783
     0.676817      15.7406
     0.676986      80.2446
     0.677155      131.751
     0.677325      53.4577
     0.677494      20.4425
     0.677663      48.1696
     0.677833      1682.31
     0.678002      3217.22
     0.678172      29.9008
     0.678341      16.9779
     0.678511      26.6405
     0.678680      28.7806
     0.678850      941.140
     0.679020      12.1758
     0.679190      636.346
     0.679359      19.1056
     0.679529      52.6600
     0.679699      29.8038
     0.679869      130.440
     0.680039      40.7867
     0.680209      29.3851
     0.680379      13.3957
     0.680549      66.4900
     0.680719      46.5106
     0.680889      291.489
     0.681060      61.7129
     0.681230      84.8142
     0.681400      11.7867
     0.681571      25.2729
     0.681741      18.6766
     0.681911      46.1469
     0.682082      8.65436
     0.682252      3.78239
     0.682423      534.576
     0.682594      11.3505
     0.682764      151.024
     0.682935      1017.40
     0.683106      14.6510
     0.683276      36.4400
     0.683447      3000.19
     0.683618      34.2572
     0.683789      23.4779
     0.683960      41.3943
     0.684131      11.5076
     0.684302      26.4063
     0.684473      9.79253
     0.684644      135.313
     0.684815      13.9656
     0.684987      33.5912
     0.685158      142.100
     0.685329      380.679
     0.685500      254.588
     0.685672      13.5023
     0.685843      12.2405
     0.686015      13.1031
     0.686186      817.288
     0.686358      216.319
     0.686529      61.9501
     0.686701      870.348
     0.686873      360.389
     0.687044      2769.36
     0.687216      1893.56
     0.687388      597.671
     0.687560      888.838
     0.687732      28.1805
     0.687904      341.594
     0.688076      28.2859
     0.688248      198.174
     0.688420      42.7646
     0.688592      556.092
     0.688764      709.554
     0.688936      243.485
     0.689108      8.56349
     0.689281      42.0832
     0.689453      135.990
     0.689625      60.5077
     0.689798      24.1089
     0.689970      62.1631
     0.690143      127.144
     0.690315      79.3031
     0.690488      74.6792
     0.690660      57.7098
     0.690833      101.748
     0.691006      194.513
     0.691178      5189.66
     0.691351      47.7033
     0.691524      214.824
     0.691697      302.244
     0.691870      23.5870
     0.692043      65.4290
     0.692216      23.3533
     0.692389      160.753
     0.692562      192.933
     0.692735      22.3957
     0.692908      88.3244
     0.693082      79.3899
     0.693255      86.8620
     0.693428      217.190
     0.693602      156.892
     0.693775      3389.18
     0.693948      50.6076
     0.694122      52.1238
     0.694295      3878.20
     0.694469      633.382
     0.694643      102.015
     0.694816      349.776
     0.694990      30.2342
     0.695164      594.108
     0.695337      124.711
     0.695511      278.908
     0.695685      22.3219
     0.695859      57.4160
     0.696033      555.923
     0.696207      121.493
     0.696381      319.972
     0.696555      33311.5
     0.696729      192.412
     0.696904      63.6521
     0.697078      34.1096
     0.697252      38.3588
     0.697426      21.9806
     0.697601      22.8899
     0.697775      34.4750
     0.697950      6.60372
     0.698124      36.6249
     0.698299      12.9008
     0.698473      35.6684
     0.698648      65.8278
     0.698822      25.1817
     0.698997      4664.42
     0.699172      160.114
     0.699347      180.247
     0.699522      23.7891
     0.699696      35.3676
     0.699871      24.6389
     0.700046      1377.22
     0.700221      162.388
     0.700396      18.8906
     0.700571      9.87267
     0.700747      21.1953
     0.700922      5.08484
     0.701097      10.1958
     0.701272      8.19411
     0.701448      119.490
     0.701623      31.0962
     0.701798      3050.81
     0.701974      47.4671
     0.702149      64.1449
     0.702325      101.283
     0.702500      62.5561
     0.702676      40.3211
     0.702852      34.6928
     0.703027      4839.27
     0.703203      48.0349
     0.703379      68.9122
     0.703555      274.269
     0.703731      14.7236
     0.703907      17.3010
     0.704083      11.1931
     0.704259      24.8400
     0.704435      61.8580
     0.704611      268.986
     0.704787      28.6665
     0.704963      13.4194
     0.705139      8.96646
     0.705316      77.8652
     0.705492      41.5774
     0.705668      22.0128
     0.705845      110.166
     0.706021      1073.89
     0.706198      103.485
     0.706374      288.923
     0.706551      186.128
     0.706728      43127.8
     0.706904      3163.23
     0.707081      141.299
     0.707258      268.270
     0.707435      82.4526
     0.707611      263.432
     0.707788      58.2164
     0.707965      9.61233
     0.708142      20.6773
     0.708319      65.3260
     0.708496      3233.50
     0.708674      250.289
     0.708851      212.720
     0.709028      38.0568
     0.709205      8.73602
     0.709382      19.0193
     0.709560      17.9857
     0.709737      16.1784
     0.709915      19.3598
     0.710092      108.226
     0.710270      47.9359
     0.710447      29.4330
     0.710625      25.0352
     0.710802      1011.23
     0.710980      200.204
     0.711158      16.5184
     0.711336      74.3318
     0.711514      130.334
     0.711691      15.9897
     0.711869      2.35517
     0.712047      3.37799
     0.712225      52.1292
     0.712403      2801.80
     0.712581      858.980
     0.712760      49.2091
     0.712938      95.8995
     0.713116      157.073
     0.713294      82.5867
     0.713473      13.9542
     0.713651      9.66358
     0.713829      26.0081
     0.714008      31.9022
     0.714186      135.871
     0.714365      31.1301
     0.714544      55.0076
     0.714722      7696.78
     0.714901      435.540
     0.715080      1080.00
     0.715258      35.8670
     0.715437      531.107
     0.715616      289.536
     0.715795      411.382
     0.715974      590.349
     0.716153      27.4124
     0.716332      163.861
     0.716511      26.2116
     0.716690      119.823
     0.716869      5523.16
     0.717048      101.230
     0.717228      37.5022
     0.717407      383.829
     0.717586      121.739
     0.717766      42.7311
     0.717945      56.3898
     0.718125      33.9138
     0.718304      34.3516
     0.718484      35.1758
     0.718663      56.2503
     0.718843      95.3887
     0.719023      150.083
     0.719203      174.008
     0.719382      21.9809
     0.719562      28.1522
     0.719742      17.9099
     0.719922      658.167
     0.720102      121.249
     0.720282      58.6436
     0.720462      14.3848
     0.720642      2840.42
     0.720822      3261.95
     0.721003      65.5914
     0.721183      439.354
     0.721363      107.122
     0.721543      12.2736
     0.721724      1072.21
     0.721904      396.200
     0.722085      38.0152
     0.722265      6.59301
     0.722446      22.6717
     0.722627      7.88137
     0.722807      14.5916
     0.722988      96.9850
     0.723169      150.134
     0.723349      110.503
     0.723530      47.5354
     0.723711      7.52230
     0.723892      10.0334
     0.724073      39.8526
     0.724254      393.918
     0.724435      467.940
     0.724616      157.949
     0.724797      41.8399
     0.724979      67.2417
     0.725160      14.0009
     0.725341      37.0173
     0.725522      206.868
     0.725704      159.019
     0.725885      186.717
     0.726067      28.9484
     0.726248      29.2146
     0.726430      595.453
     0.726611      221.927
     0.726793      81.0685
     0.726975      376.830
     0.727157      506.418
     0.727338      21779.5
     0.727520      120.325
     0.727702      49.2848
     0.727884      54.9916
     0.728066      49.5759
     0.728248      30.4575
     0.728430      1589.71
     0.728612      210.687
     0.728794      29.9729
     0.728976      21.6012
     0.729159      16.9803
     0.729341      42.0992
     0.729523      153.249
     0.729706      218.054
     0.729888      120.378
     0.730071      11.2683
     0.730253      13.7559
     0.730436      20.3015
     0.730618      69.7366
     0.730801      31.2381
     0.730984      14.0712
     0.731166      967.566
     0.731349      9.25021
     0.731532      911.718
     0.731715      17.5873
     0.731898      26.1110
     0.732081      40.4458
     0.732264      87.3706
     0.732447      186.713
     0.732630      13.4292
     0.732813      908.048
     0.732996      90.0153
     0.733180      33.5216
     0.733363      45.0624
     0.733546      65.2876
     0.733730      36.9633
     0.733913      93.7153
     0.734097      789.853
     0.734280      156.954
     0.734464      86.7667
     0.734647      53.0051
     0.734831      64.9711
     0.735015      341.163
     0.735198      44.5990
     0.735382      3992.81
     0.735566      50.4567
     0.735750      62.1538
     0.735934      104.582
     0.736118      101.699
     0.736302      51.4014
     0.736486      37.6081
     0.736670      117.575
     0.736854      30.8970
     0.737038      48.9687
     0.737223      5658.78
     0.737407      11.4211
     0.737591      75.9847
     0.737776      279.803
     0.737960      190.046
     0.738145      179.677
     0.738329      44734.3
     0.738514      42469.7
     0.738698      210.497
     0.738883      52.1543
     0.739068      17.0064
     0.739253      847.088
     0.739437      72.6686
     0.739622      43.3287
     0.739807      42.9072
     0.739992      41.0751
     0.740177      339.447
     0.740362      53.0292
     0.740547      20.6436
     0.740732      31.4752
     0.740918      86.2618
     0.741103      187.057
     0.741288      689.182
     0.741473      67.5872
     0.741659      21.5832
     0.741844      581.980
     0.742030      95.0080
     0.742215      292.912
     0.742401      135.951
     0.742586      666.566
     0.742772      13.1700
     0.742958      3719.57
     0.743143      29.9751
     0.743329      19.3432
     0.743515      2313.70
     0.743701      755.011
     0.743887      72.2839
     0.744073      44.1357
     0.744259      14.3083
     0.744445      499.475
     0.744631      25.5391
     0.744817      390.633
     0.745003      198.074
     0.745190      32.1776
     0.745376      44.8467
     0.745562      129.045
     0.745749      76.1242
     0.745935      51.3311
     0.746122      85.9583
     0.746308      39.5727
     0.746495      43.3412
     0.746681      15.2401
     0.746868      20.6851
     0.747055      773.434
     0.747241      58.5760
     0.747428      131.236
     0.747615      52.9228
     0.747802      17.8692
     0.747989      21.5749
     0.748176      817.927
     0.748363      936.501
     0.748550      18.4092
     0.748737      88.2951
     0.748924      79.0279
     0.749112      37.9956
     0.749299      78.0176
     0.749486      59.5949
     0.749674      49.1776
     0.749861      108.124
     0.750048      1978.56
     0.750236      58457.2
     0.750424      64953.1
     0.750611      18072.4
     0.750799      221.256
     0.750987      567.933
     0.751174      827.055
     0.751362      56354.4
     0.751550      51929.5
     0.751738      679.275
     0.751926      123.297
     0.752114      43.3271
     0.752302      167.017
     0.752490      475.600
     0.752678      57.0728
     0.752866      75.0967
     0.753054      126.244
     0.753243      71.8535
     0.753431      58.1689
     0.753619      89.4716
     0.753808      194.205
     0.753996      442.313
     0.754185      416.664
     0.754373      189.544
     0.754562      50.8098
     0.754750      27.5508
     0.754939      1001.13
     0.755128      28.4860
     0.755317      28.6915
     0.755505      39.9545
     0.755694      53.1637
     0.755883      14.9797
     0.756072      11.1690
     0.756261      8.26444
     0.756450      14.6001
     0.756639      126.359
     0.756829      1738.86
     0.757018      233.684
     0.757207      10.3746
     0.757396      60.6304
     0.757586      11.2871
     0.757775      19.1467
     0.757964      24.5132
     0.758154      18.3100
     0.758344      9.45305
     0.758533      2357.18
     0.758723      37.6809
     0.758912      2517.19
     0.759102      8.71737
     0.759292      22.5998
     0.759482      60.7964
     0.759672      124.081
     0.759862      234.444
     0.760051      13.1489
     0.760242      23.3957
     0.760432      41.0383
     0.760622      59.3274
     0.760812      520.760
     0.761002      90.4528
     0.761192      80.0918
     0.761383      33.2287
     0.761573      49.1313
     0.761763      306.117
     0.761954      95.9186
     0.762144      30.6849
     0.762335      88.0781
     0.762525      596.632
     0.762716      1501.37
     0.762907      625.416
     0.763097      11528.4
     0.763288      59657.2
     0.763479      64884.7
     0.763670      62746.4
     0.763861      13703.7
     0.764052      104.812
     0.764243      56.4198
     0.764434      54.2284
     0.764625      34.8407
     0.764816      3220.26
     0.765007      48.1285
     0.765199      310.891
     0.765390      483.300
     0.765581      23.3444
     0.765773      381.035
     0.765964      77.7732
     0.766156      258.168
     0.766347      17.0470
     0.766539      518.870
     0.766730      75.7909
     0.766922      335.601
     0.767114      13.9138
     0.767305      23.0368
     0.767497      8.86359
     0.767689      50.6330
     0.767881      327.638
     0.768073      27.3114
     0.768265      49.4378
     0.768457      122.563
     0.768649      26.6286
     0.768841      16.4936
     0.769034      31.0212
     0.769226      49.4705
     0.769418      52.1804
     0.769611      12.5224
     0.769803      367.970
     0.769995      212.972
     0.770188      34.4463
     0.770380      106.402
     0.770573      199.944
     0.770766      14.3737
     0.770958      622.100
     0.771151      60.0941
     0.771344      130.397
     0.771537      23.9972
     0.771730      31.6757
     0.771923      89.1571
     0.772116      21330.2
     0.772309      47413.9
     0.772502      46963.6
     0.772695      18190.1
     0.772888      440.933
     0.773081      216.463
     0.773274      215.204
     0.773468      99.8595
     0.773661      49.6749
     0.773855      38.8971
     0.774048      27.1923
     0.774242      169.699
     0.774435      48.9661
     0.774629      30.1114
     0.774822      43.5906
     0.775016      18.3875
     0.775210      10.9883
     0.775404      12.0320
     0.775597      9.33947
     0.775791      32.5530
     0.775985      11.7538
     0.776179      44.2245
     0.776373      21.1602
     0.776567      14.9487
     0.776762      25.1243
     0.776956      17.1143
     0.777150      106.413
     0.777344      10.8510
     0.777539      13.9462
     0.777733      20.9850
     0.777927      34.5682
     0.778122      13.3277
     0.778316      114.602
     0.778511      13.1754
     0.778706      91.6414
     0.778900      1240.10
     0.779095      42.3418
     0.779290      34.0517
     0.779485      20.0329
     0.779680      28.1747
     0.779874      1023.07
     0.780069      47.3647
     0.780264      57.0793
     0.780460      85.7262
     0.780655      49.9748
     0.780850      96.2614
     0.781045      93.4475
     0.781240      42.8247
     0.781436      231.566
     0.781631      61.7930
     0.781826      4077.65
     0.782022      36.5706
     0.782217      167.244
     0.782413      104.585
     0.782608      19.5257
     0.782804      14.2148
     0.783000      32.4781
     0.783196      23.1523
     0.783391      118.735
     0.783587      133.181
     0.783783      7.64494
     0.783979      234.000
     0.784175      637.243
     0.784371      47.4308
     0.784567      198.172
     0.784763      4253.51
     0.784960      125.286
     0.785156      5.85509
     0.785352      17.9815
     0.785548      73.2639
     0.785745      24.4314
     0.785941      15.8089
     0.786138      173.966
     0.786334      95.5923
     0.786531      440.182
     0.786727      230.141
     0.786924      96.8583
     0.787121      12.3615
     0.787318      16.3094
     0.787514      20.3053
     0.787711      52.7937
     0.787908      43.0641
     0.788105      38.2839
     0.788302      39.0667
     0.788499      26.8209
     0.788696      639.520
     0.788894      38.5334
     0.789091      2019.21
     0.789288      70.8549
     0.789485      22.5626
     0.789683      34.9309
     0.789880      181.724
     0.790078      409.084
     0.790275      59.1048
     0.790473      61.6215
     0.790670      58.4987
     0.790868      101.405
     0.791066      182.501
     0.791264      63.7580
     0.791461      40.5850
     0.791659      269.036
     0.791857      26.2338
     0.792055      30.9796
     0.792253      74.9772
     0.792451      75.9842
     0.792649      82.9369
     0.792848      57.8927
     0.793046      41.8028
     0.793244      32.0447
     0.793442      15.9317
     0.793641      27.2166
     0.793839      373.928
     0.794038      15.6656
     0.794236      427.491
     0.794435      101.534
     0.794633      14252.0
     0.794832      46218.6
     0.795031      3456.43
     0.795229      53.5789
     0.795428      187.213
     0.795627      78.5295
     0.795826      23.1571
     0.796025      87.2825
     0.796224      81.0024
     0.796423      28.4918
     0.796622      20.7461
     0.796821      15.8573
     0.797020      36.9944
     0.797220      394.158
     0.797419      93.3741
     0.797618      6.82100
     0.797818      3767.85
     0.798017      46.2974
     0.798217      48.4086
     0.798416      29.5273
     0.798616      21.8682
     0.798815      252.095
     0.799015      32.0081
     0.799215      119.726
     0.799415      226.377
     0.799615      112.576
     0.799815      43.2011
     0.800014      80.2778
     0.800214      52.2411
     0.800415      17712.2
     0.800615      49142.9
     0.800815      17516.3
     0.801015      86.8377
     0.801215      26495.7
     0.801416      47168.1
     0.801616      46539.1
     0.801816      6685.46
     0.802017      95.4165
     0.802217      397.789
     0.802418      137.292
     0.802618      201.210
     0.802819      16.7140
     0.803020      250.961
